week_start,week_end,region,category,marketing_spend,adstock_marketing,email_sends,traffic_organic,traffic_paid,traffic_direct,traffic_total,source_system,grain,available_at
2023-02-27,2023-03-05,West,Apparel,6880.9800000000005,2148.8814285714284,23000,4632.0,2518.8,221.5,7372.2,ad_platform_export,weekly,2023-03-07 09:00:00
2023-03-06,2023-03-12,West,Apparel,6794.7,2166.8128571428574,29000,4624.2,2538.4,278.2,7440.9,ad_platform_export,weekly,2023-03-14 09:00:00
2023-03-13,2023-03-19,West,Apparel,6784.45,2151.382857142857,19000,4598.6,2496.2,195.39999999999998,7290.0,ad_platform_export,weekly,2023-03-21 09:00:00
2023-03-20,2023-03-26,West,Apparel,6959.96,2222.867142857143,17000,4947.1,2544.1,158.0,7649.3,ad_platform_export,weekly,2023-03-28 09:00:00
2023-03-27,2023-04-02,West,Apparel,7332.27,2296.2214285714285,20000,4845.7,2551.2,193.70000000000002,7590.700000000001,ad_platform_export,weekly,2023-04-04 09:00:00
2023-04-03,2023-04-09,West,Apparel,7230.29,2285.3114285714287,28000,5176.3,2545.0,305.9,8026.9,ad_platform_export,weekly,2023-04-11 09:00:00
2023-04-10,2023-04-16,West,Apparel,6939.18,2242.592857142857,18000,5744.4,2592.6,169.5,8506.5,ad_platform_export,weekly,2023-04-18 09:00:00
2023-04-17,2023-04-23,West,Apparel,7298.4,2280.39,12000,5606.8,2399.5,119.50000000000001,8125.6,ad_platform_export,weekly,2023-04-25 09:00:00
2023-04-24,2023-04-30,West,Apparel,7179.459999999999,2295.0271428571427,23000,5268.5,2574.9,225.7,8069.0,ad_platform_export,weekly,2023-05-02 09:00:00
2023-05-01,2023-05-07,West,Apparel,7358.28,2311.577142857143,18000,5207.4,2527.7,171.4,7906.6,ad_platform_export,weekly,2023-05-09 09:00:00
2023-05-08,2023-05-14,West,Apparel,7099.73,2273.0514285714285,16000,5423.2,2465.5,153.3,8042.2,ad_platform_export,weekly,2023-05-16 09:00:00
2023-05-15,2023-05-21,West,Apparel,7440.12,2346.117142857143,22000,5391.0,2614.5,220.3,8225.8,ad_platform_export,weekly,2023-05-23 09:00:00
2023-05-22,2023-05-28,West,Apparel,7108.88,2275.7514285714287,18000,5574.7,2423.0,177.6,8175.3,ad_platform_export,weekly,2023-05-30 09:00:00
2023-05-29,2023-06-04,West,Apparel,7401.19,2323.8785714285714,22000,5647.5,2497.3,206.9,8351.8,ad_platform_export,weekly,2023-06-06 09:00:00
2023-06-05,2023-06-11,West,Apparel,7438.150000000001,2368.7014285714286,21000,5625.7,2518.3,221.8,8365.9,ad_platform_export,weekly,2023-06-13 09:00:00
2023-06-12,2023-06-18,West,Apparel,7460.87,2385.82,21000,5355.5,2601.7,211.9,8169.1,ad_platform_export,weekly,2023-06-20 09:00:00
2023-06-19,2023-06-25,West,Apparel,22709.89,6052.411428571429,26000,5707.5,3597.1,265.3,9569.9,ad_platform_export,weekly,2023-06-27 09:00:00
2023-06-26,2023-07-02,West,Apparel,24135.07,7897.64,23000,5535.8,4316.5,238.89999999999998,10091.0,ad_platform_export,weekly,2023-07-04 09:00:00
2023-07-03,2023-07-09,West,Apparel,24578.04,7751.2,24000,5557.1,4208.8,230.1,9996.1,ad_platform_export,weekly,2023-07-11 09:00:00
2023-07-10,2023-07-16,West,Apparel,9552.56,3973.905714285714,19000,5566.4,3120.3,207.0,8893.7,ad_platform_export,weekly,2023-07-18 09:00:00
2023-07-17,2023-07-23,West,Apparel,7195.54,2304.61,23000,5333.0,2643.4,249.2,8225.3,ad_platform_export,weekly,2023-07-25 09:00:00
2023-07-24,2023-07-30,West,Apparel,7052.83,2257.8814285714284,30000,5586.5,2442.5,295.1,8324.0,ad_platform_export,weekly,2023-08-01 09:00:00
2023-07-31,2023-08-06,West,Apparel,7152.08,2264.1785714285716,17000,5494.5,2632.2,187.3,8314.1,ad_platform_export,weekly,2023-08-08 09:00:00
2023-08-07,2023-08-13,West,Apparel,7093.3,2242.6657142857143,13000,5273.7,2388.4,135.0,7797.200000000001,ad_platform_export,weekly,2023-08-15 09:00:00
2023-08-14,2023-08-20,West,Apparel,7052.93,2240.924285714286,22000,5285.0,2415.7,219.0,7919.7,ad_platform_export,weekly,2023-08-22 09:00:00
2023-08-21,2023-08-27,West,Apparel,6870.12,2208.7714285714287,13000,5205.7,2523.5,126.69999999999999,7856.0,ad_platform_export,weekly,2023-08-29 09:00:00
2023-08-28,2023-09-03,West,Apparel,6850.8,2160.8728571428574,26000,5220.0,2532.2,267.5,8019.8,ad_platform_export,weekly,2023-09-05 09:00:00
2023-09-04,2023-09-10,West,Apparel,20029.58,5535.935714285714,18000,4939.0,3694.4,180.1,8813.7,ad_platform_export,weekly,2023-09-12 09:00:00
2023-09-11,2023-09-17,West,Apparel,19629.05,6275.098571428572,22000,4880.1,3895.7,221.7,8997.7,ad_platform_export,weekly,2023-09-19 09:00:00
2023-09-18,2023-09-24,West,Apparel,19094.86,6418.915714285715,24000,4644.7,3980.7,258.5,8884.1,ad_platform_export,weekly,2023-09-26 09:00:00
2023-09-25,2023-10-01,West,Apparel,6827.53,2602.7485714285717,17000,4518.1,2762.9,171.7,7453.0,ad_platform_export,weekly,2023-10-03 09:00:00
2023-10-02,2023-10-08,West,Apparel,11640.57,3342.9514285714286,14000,4452.6,3366.3,144.4,7963.2,ad_platform_export,weekly,2023-10-10 09:00:00
2023-10-09,2023-10-15,West,Apparel,7749.620000000001,2786.684285714286,15000,4360.9,2870.3,152.7,7383.7,ad_platform_export,weekly,2023-10-17 09:00:00
2023-10-16,2023-10-22,West,Apparel,11024.869999999999,3044.06,22000,4445.0,3097.4,223.6,7766.1,ad_platform_export,weekly,2023-10-24 09:00:00
2023-10-23,2023-10-29,West,Apparel,11333.22,4007.8414285714284,17000,4339.9,3403.0,167.2,7910.1,ad_platform_export,weekly,2023-10-31 09:00:00
2023-10-30,2023-11-05,West,Apparel,6691.97,2178.3,14000,4446.1,2531.2999999999997,142.0,7119.4,ad_platform_export,weekly,2023-11-07 09:00:00
2023-11-06,2023-11-12,West,Apparel,7003.93,2213.462857142857,25000,4952.2,2438.1,243.0,7633.200000000001,ad_platform_export,weekly,2023-11-14 09:00:00
2023-11-13,2023-11-19,West,Apparel,7512.9800000000005,2346.0800000000004,25000,6058.3,2544.0,243.0,8845.2,ad_platform_export,weekly,2023-11-21 09:00:00
2023-11-20,2023-11-26,West,Apparel,7821.74,2479.8542857142857,21000,6674.9,2449.7,217.20000000000002,9341.7,ad_platform_export,weekly,2023-11-28 09:00:00
2023-11-27,2023-12-03,West,Apparel,17792.13,4670.13,17000,6341.9,3415.6,177.0,9934.6,ad_platform_export,weekly,2023-12-05 09:00:00
2023-12-04,2023-12-10,West,Apparel,28862.129999999997,9127.82,31000,5404.3,4278.9,312.3,9995.5,ad_platform_export,weekly,2023-12-12 09:00:00
2023-12-11,2023-12-17,West,Apparel,9246.91,4002.0142857142855,26000,4741.6,3137.9,273.2,8152.9,ad_platform_export,weekly,2023-12-19 09:00:00
2023-12-18,2023-12-24,West,Apparel,6633.06,2127.3171428571427,17000,4124.3,2704.0,164.3,6992.7,ad_platform_export,weekly,2023-12-26 09:00:00
2023-12-25,2023-12-31,West,Apparel,16227.44,4550.5142857142855,21000,4090.3,3725.1,199.5,8015.0,ad_platform_export,weekly,2024-01-02 09:00:00
2024-01-01,2024-01-07,West,Apparel,11309.24,4144.074285714286,30000,3862.7,3597.6,295.9,7756.2,ad_platform_export,weekly,2024-01-09 09:00:00
2024-01-08,2024-01-14,West,Apparel,6659.93,2161.1457142857143,27000,3938.0,2565.3,272.8,6776.2,ad_platform_export,weekly,2024-01-16 09:00:00
2024-01-15,2024-01-21,West,Apparel,6466.39,2051.5299999999997,25000,4134.2,2494.3,256.4,6884.8,ad_platform_export,weekly,2024-01-23 09:00:00
2024-01-22,2024-01-28,West,Apparel,6260.7,1995.8457142857144,27000,4196.9,2480.5,268.3,6945.4,ad_platform_export,weekly,2024-01-30 09:00:00
2024-01-29,2024-02-04,West,Apparel,12648.36,3481.335714285714,19000,4245.2,3054.7,185.4,7485.4,ad_platform_export,weekly,2024-02-06 09:00:00
2024-02-05,2024-02-11,West,Apparel,14143.8,4829.292857142857,21000,4173.0,3675.2,193.10000000000002,8041.4,ad_platform_export,weekly,2024-02-13 09:00:00
2024-02-12,2024-02-18,West,Apparel,6898.99,2354.904285714286,25000,4339.3,2762.6,263.6,7365.2,ad_platform_export,weekly,2024-02-20 09:00:00
2024-02-19,2024-02-25,West,Apparel,6763.139999999999,2166.0800000000004,16000,4352.5,2531.8,154.6,7038.9,ad_platform_export,weekly,2024-02-27 09:00:00
2024-02-26,2024-03-03,West,Apparel,6814.24,2156.1857142857143,26000,4339.6,2489.7,265.4,7094.9,ad_platform_export,weekly,2024-03-05 09:00:00
2024-03-04,2024-03-10,West,Apparel,6598.37,2109.7614285714285,24000,4686.5,2475.6,240.5,7402.7,ad_platform_export,weekly,2024-03-12 09:00:00
2024-03-11,2024-03-17,West,Apparel,6817.33,2148.5457142857144,22000,4632.1,2634.3,224.9,7491.1,ad_platform_export,weekly,2024-03-19 09:00:00
2024-03-18,2024-03-24,West,Apparel,6905.02,2193.9785714285713,18000,4833.3,2506.5,180.79999999999998,7520.7,ad_platform_export,weekly,2024-03-26 09:00:00
2024-03-25,2024-03-31,West,Apparel,17721.0,4943.782857142856,22000,4715.5,3553.0,222.2,8490.9,ad_platform_export,weekly,2024-04-02 09:00:00
2024-04-01,2024-04-07,West,Apparel,15919.68,5514.401428571428,16000,5242.6,3745.5,156.5,9144.3,ad_platform_export,weekly,2024-04-09 09:00:00
2024-04-08,2024-04-14,West,Apparel,7288.12,2523.907142857143,16000,5098.5,2732.6,162.70000000000002,7993.5,ad_platform_export,weekly,2024-04-16 09:00:00
2024-04-15,2024-04-21,West,Apparel,7062.2,2251.7028571428573,24000,5090.2,2497.6,237.0,7824.5,ad_platform_export,weekly,2024-04-23 09:00:00
2024-04-22,2024-04-28,West,Apparel,7249.43,2267.095714285714,23000,5102.6,2596.6,228.60000000000002,7928.1,ad_platform_export,weekly,2024-04-30 09:00:00
2024-04-29,2024-05-05,West,Apparel,14853.9,4254.221428571428,13000,5432.6,3479.4,131.60000000000002,9043.7,ad_platform_export,weekly,2024-05-07 09:00:00
2024-05-06,2024-05-12,West,Apparel,13688.63,4674.167142857143,25000,5354.9,3521.8,240.60000000000002,9117.2,ad_platform_export,weekly,2024-05-14 09:00:00
2024-05-13,2024-05-19,West,Apparel,7281.610000000001,2448.085714285714,19000,5969.6,2703.9,189.9,8863.5,ad_platform_export,weekly,2024-05-21 09:00:00
2024-05-20,2024-05-26,West,Apparel,14256.72,4023.8942857142856,24000,5600.4,3148.3,226.9,8975.6,ad_platform_export,weekly,2024-05-28 09:00:00
2024-05-27,2024-06-02,West,Apparel,9842.95,3635.5800000000004,25000,5549.6,3100.3,272.7,8922.699999999999,ad_platform_export,weekly,2024-06-04 09:00:00
2024-06-03,2024-06-09,West,Apparel,12820.77,3487.154285714286,19000,5660.1,2897.0,206.2,8763.3,ad_platform_export,weekly,2024-06-11 09:00:00
2024-06-10,2024-06-16,West,Apparel,12693.06,4539.992857142857,22000,5708.3,3294.9,218.20000000000002,9221.6,ad_platform_export,weekly,2024-06-18 09:00:00
2024-06-17,2024-06-23,West,Apparel,7283.17,2376.9357142857143,31000,5618.8,2524.5,309.0,8452.3,ad_platform_export,weekly,2024-06-25 09:00:00
2024-06-24,2024-06-30,West,Apparel,7032.24,2245.0442857142857,18000,5782.6,2480.4,188.6,8451.6,ad_platform_export,weekly,2024-07-02 09:00:00
2024-07-01,2024-07-07,West,Apparel,7040.8,2229.5114285714285,25000,5508.4,2490.4,256.1,8254.6,ad_platform_export,weekly,2024-07-09 09:00:00
2024-07-08,2024-07-14,West,Apparel,15227.38,4266.534285714286,11000,5726.9,3410.3,111.69999999999999,9248.9,ad_platform_export,weekly,2024-07-16 09:00:00
2024-07-15,2024-07-21,West,Apparel,15147.949999999999,5165.794285714285,24000,5674.2,3653.6,244.20000000000002,9572.3,ad_platform_export,weekly,2024-07-23 09:00:00
2024-07-22,2024-07-28,West,Apparel,7247.49,2518.941428571429,20000,5775.6,2696.7,194.6,8666.9,ad_platform_export,weekly,2024-07-30 09:00:00
2024-07-29,2024-08-04,West,Apparel,8790.470000000001,2495.0342857142855,22000,5549.6,2655.0,215.6,8420.5,ad_platform_export,weekly,2024-08-06 09:00:00
2024-08-05,2024-08-11,West,Apparel,19490.47,5801.522857142858,19000,5452.1,3838.1,193.9,9484.2,ad_platform_export,weekly,2024-08-13 09:00:00
2024-08-12,2024-08-18,West,Apparel,10724.93,4046.747142857143,19000,5350.8,3231.2000000000003,196.9,8778.8,ad_platform_export,weekly,2024-08-20 09:00:00
2024-08-19,2024-08-25,West,Apparel,7142.83,2307.7328571428575,16000,5354.3,2432.9,164.0,7951.5,ad_platform_export,weekly,2024-08-27 09:00:00
2024-08-26,2024-09-01,West,Apparel,16840.87,4105.871428571429,24000,5069.7,3080.5,241.0,8391.3,ad_platform_export,weekly,2024-09-03 09:00:00
2024-09-02,2024-09-08,West,Apparel,31982.4,10407.367142857143,20000,4995.6,4567.6,199.10000000000002,9762.4,ad_platform_export,weekly,2024-09-10 09:00:00
2024-09-09,2024-09-15,West,Apparel,7103.450000000001,3218.4900000000002,14000,4737.8,3041.7,137.9,7917.3,ad_platform_export,weekly,2024-09-17 09:00:00
2024-09-16,2024-09-22,West,Apparel,6605.16,2148.347142857143,14000,4776.7,2588.1,146.2,7511.0,ad_platform_export,weekly,2024-09-24 09:00:00
2024-09-23,2024-09-29,West,Apparel,7056.89,2212.7285714285713,23000,4634.2,2554.3,233.0,7421.6,ad_platform_export,weekly,2024-10-01 09:00:00
2024-09-30,2024-10-06,West,Apparel,14208.69,4063.835714285714,18000,4619.1,3456.5,192.20000000000002,8267.9,ad_platform_export,weekly,2024-10-08 09:00:00
2024-10-07,2024-10-13,West,Apparel,13237.81,4091.9857142857145,26000,4378.0,3453.8,252.20000000000002,8084.1,ad_platform_export,weekly,2024-10-15 09:00:00
2024-10-14,2024-10-20,West,Apparel,19027.85,5941.038571428571,20000,4326.5,3855.9,196.9,8379.4,ad_platform_export,weekly,2024-10-22 09:00:00
2024-10-21,2024-10-27,West,Apparel,6958.7,2866.058571428571,13000,4593.2,2911.2,127.30000000000001,7631.8,ad_platform_export,weekly,2024-10-29 09:00:00
2024-10-28,2024-11-03,West,Apparel,6585.78,2112.242857142857,29000,4594.8,2489.2,268.8,7352.9,ad_platform_export,weekly,2024-11-05 09:00:00
2024-11-04,2024-11-10,West,Apparel,6969.22,2187.022857142857,20000,5043.8,2606.8,201.5,7852.0,ad_platform_export,weekly,2024-11-12 09:00:00
2024-11-11,2024-11-17,West,Apparel,7287.54,2300.337142857143,13000,5885.9,2469.8,125.3,8481.3,ad_platform_export,weekly,2024-11-19 09:00:00
2024-11-18,2024-11-24,West,Apparel,7752.54,2429.0014285714283,28000,6663.3,2467.5,279.5,9410.3,ad_platform_export,weekly,2024-11-26 09:00:00
2024-11-25,2024-12-01,West,Apparel,7889.29,2517.3814285714284,21000,6549.7,2606.0,225.8,9381.7,ad_platform_export,weekly,2024-12-03 09:00:00
2024-12-02,2024-12-08,West,Apparel,7318.960000000001,2346.905714285714,24000,5938.7,2503.1,237.8,8679.6,ad_platform_export,weekly,2024-12-10 09:00:00
2024-12-09,2024-12-15,West,Apparel,6919.48,2199.8185714285714,14000,4840.5,2530.2,142.4,7513.1,ad_platform_export,weekly,2024-12-17 09:00:00
2024-12-16,2024-12-22,West,Apparel,6618.31,2140.707142857143,18000,4327.9,2565.3,178.6,7071.900000000001,ad_platform_export,weekly,2024-12-24 09:00:00
2024-12-23,2024-12-29,West,Apparel,6143.47,1960.6514285714286,21000,4150.8,2456.7,219.9,6827.5,ad_platform_export,weekly,2024-12-31 09:00:00
2024-12-30,2025-01-05,West,Apparel,872.86,1979.35,2000,526.0,350.8,20.5,897.4,ad_platform_export,weekly,2025-01-07 09:00:00
2024-11-25,2024-12-01,West,Beauty,259.54,259.54,1084,682.0,115.1,36.8,833.8,ad_platform_export,weekly,2024-12-03 09:00:00
2024-12-02,2024-12-08,West,Beauty,1816.7800000000002,259.54,7303,4912.4,1157.4,204.2,6274.1,ad_platform_export,weekly,2024-12-10 09:00:00
2024-12-09,2024-12-15,West,Beauty,1816.7800000000002,259.54,5912,4663.1,1166.0,244.10000000000002,6073.6,ad_platform_export,weekly,2024-12-17 09:00:00
2024-12-16,2024-12-22,West,Beauty,1816.7800000000002,259.54,7323,4751.8,1117.7,243.0,6112.4,ad_platform_export,weekly,2024-12-24 09:00:00
2024-12-23,2024-12-29,West,Beauty,1816.7800000000002,259.54,5796,4529.1,1233.8,222.6,5985.5,ad_platform_export,weekly,2024-12-31 09:00:00
2024-12-30,2025-01-05,West,Beauty,259.54,259.54,1360,756.4,158.2,40.8,955.5,ad_platform_export,weekly,2025-01-07 09:00:00
2022-12-26,2023-01-01,West,Electronics,590.79,590.79,2000,738.0,103.9,41.8,883.7,ad_platform_export,weekly,2023-01-03 09:00:00
2023-01-02,2023-01-08,West,Electronics,7801.52,1877.5657142857142,10000,4563.9,1746.6,181.9,6492.6,ad_platform_export,weekly,2023-01-10 09:00:00
2023-01-09,2023-01-15,West,Electronics,15971.67,4882.478571428571,19000,4216.6,3203.1000000000004,316.40000000000003,7736.5,ad_platform_export,weekly,2023-01-17 09:00:00
2023-01-16,2023-01-22,West,Electronics,5793.59,2493.075714285714,21000,3774.1,2067.5,325.5,6167.1,ad_platform_export,weekly,2023-01-24 09:00:00
2023-01-23,2023-01-29,West,Electronics,4196.49,1342.9714285714285,26000,3448.9,1387.9,380.3,5216.7,ad_platform_export,weekly,2023-01-31 09:00:00
2023-01-30,2023-02-05,West,Electronics,7208.94,1950.1914285714286,12000,3202.4,1827.6999999999998,156.5,5187.0,ad_platform_export,weekly,2023-02-07 09:00:00
2023-02-06,2023-02-12,West,Electronics,11397.05,3551.5299999999997,20000,2773.8,2637.0,211.60000000000002,5622.3,ad_platform_export,weekly,2023-02-14 09:00:00
2023-02-13,2023-02-19,West,Electronics,5107.59,2020.35,23000,2621.3,1881.5,231.8,4734.7,ad_platform_export,weekly,2023-02-21 09:00:00
2023-02-20,2023-02-26,West,Electronics,4261.18,1344.7314285714288,24000,2723.5,1323.7,258.8,4305.8,ad_platform_export,weekly,2023-02-28 09:00:00
2023-02-27,2023-03-05,West,Electronics,4343.86,1379.75,17000,2820.0,1423.5,174.7,4418.1,ad_platform_export,weekly,2023-03-07 09:00:00
2023-03-06,2023-03-12,West,Electronics,4426.530000000001,1397.0571428571427,29000,2840.4,1401.0,265.5,4507.1,ad_platform_export,weekly,2023-03-14 09:00:00
2023-03-13,2023-03-19,West,Electronics,4446.96,1397.3342857142857,19000,2736.0,1413.7,182.0,4331.8,ad_platform_export,weekly,2023-03-21 09:00:00
2023-03-20,2023-03-26,West,Electronics,6571.95,1873.5900000000001,18000,2978.8,1760.2,168.20000000000002,4907.4,ad_platform_export,weekly,2023-03-28 09:00:00
2023-03-27,2023-04-02,West,Electronics,6587.22,2290.5242857142857,19000,3024.7,2019.8,192.9,5237.4,ad_platform_export,weekly,2023-04-04 09:00:00
2023-04-03,2023-04-09,West,Electronics,4154.860000000001,1353.3757142857144,23000,3116.6,1329.1000000000001,240.9,4686.6,ad_platform_export,weekly,2023-04-11 09:00:00
2023-04-10,2023-04-16,West,Electronics,4412.0,1376.9314285714286,22000,3165.2,1291.4,214.6,4671.2,ad_platform_export,weekly,2023-04-18 09:00:00
2023-04-17,2023-04-23,West,Electronics,4441.36,1429.5457142857142,22000,3126.8,1386.0,227.7,4740.5,ad_platform_export,weekly,2023-04-25 09:00:00
2023-04-24,2023-04-30,West,Electronics,4451.08,1416.197142857143,31000,3211.3999999999996,1337.1,302.7,4851.5,ad_platform_export,weekly,2023-05-02 09:00:00
2023-05-01,2023-05-07,West,Electronics,5838.65,1632.3057142857142,22000,3408.6,1487.9,218.60000000000002,5115.3,ad_platform_export,weekly,2023-05-09 09:00:00
2023-05-08,2023-05-14,West,Electronics,13088.13,3900.117142857143,16000,3382.9,2680.6,155.9,6219.5,ad_platform_export,weekly,2023-05-16 09:00:00
2023-05-15,2023-05-21,West,Electronics,5446.25,2025.702857142857,26000,3353.7,1737.5,268.6,5359.9,ad_platform_export,weekly,2023-05-23 09:00:00
2023-05-22,2023-05-28,West,Electronics,10456.53,3166.0600000000004,26000,3333.7,2265.9,258.8,5858.6,ad_platform_export,weekly,2023-05-30 09:00:00
2023-05-29,2023-06-04,West,Electronics,4725.29,1796.5442857142857,12000,3393.0,1528.5,122.4,5043.7,ad_platform_export,weekly,2023-06-06 09:00:00
2023-06-05,2023-06-11,West,Electronics,4510.66,1453.44,17000,3427.9,1292.7,166.9,4887.5,ad_platform_export,weekly,2023-06-13 09:00:00
2023-06-12,2023-06-18,West,Electronics,4563.88,1453.8057142857142,17000,3456.4,1367.7,187.5,5011.6,ad_platform_export,weekly,2023-06-20 09:00:00
2023-06-19,2023-06-25,West,Electronics,4690.42,1484.9285714285713,13000,3460.2,1373.1,125.3,4958.7,ad_platform_export,weekly,2023-06-27 09:00:00
2023-06-26,2023-07-02,West,Electronics,4823.1900000000005,1519.8942857142858,25000,3419.7,1453.5,243.89999999999998,5117.0,ad_platform_export,weekly,2023-07-04 09:00:00
2023-07-03,2023-07-09,West,Electronics,4540.26,1452.1942857142858,19000,3452.6,1377.6,199.1,5029.1,ad_platform_export,weekly,2023-07-11 09:00:00
2023-07-10,2023-07-16,West,Electronics,4704.07,1497.1485714285716,19000,3457.7,1392.6,187.7,5037.9,ad_platform_export,weekly,2023-07-18 09:00:00
2023-07-17,2023-07-23,West,Electronics,4638.19,1468.2214285714285,19000,3352.3,1357.8,183.8,4893.9,ad_platform_export,weekly,2023-07-25 09:00:00
2023-07-24,2023-07-30,West,Electronics,4806.81,1507.357142857143,15000,3424.8,1403.3,159.9,4988.0,ad_platform_export,weekly,2023-08-01 09:00:00
2023-07-31,2023-08-06,West,Electronics,12219.01,3411.9785714285717,22000,3393.4,2438.5,208.70000000000002,6040.8,ad_platform_export,weekly,2023-08-08 09:00:00
2023-08-07,2023-08-13,West,Electronics,10665.810000000001,3724.7557142857145,25000,3207.8,2493.7,242.2,5943.5,ad_platform_export,weekly,2023-08-15 09:00:00
2023-08-14,2023-08-20,West,Electronics,4674.62,1625.3714285714286,24000,3263.7,1530.1,245.60000000000002,5039.5,ad_platform_export,weekly,2023-08-22 09:00:00
2023-08-21,2023-08-27,West,Electronics,4499.89,1428.2342857142855,20000,3096.2,1474.6,199.1,4770.0,ad_platform_export,weekly,2023-08-29 09:00:00
2023-08-28,2023-09-03,West,Electronics,4331.62,1406.3385714285716,41000,3095.4,1372.3,412.0,4879.7,ad_platform_export,weekly,2023-09-05 09:00:00
2023-09-04,2023-09-10,West,Electronics,4524.51,1429.2485714285715,19000,3075.4,1395.3,200.6,4671.2,ad_platform_export,weekly,2023-09-12 09:00:00
2023-09-11,2023-09-17,West,Electronics,4442.45,1405.8242857142857,24000,2979.7,1464.2,230.2,4674.0,ad_platform_export,weekly,2023-09-19 09:00:00
2023-09-18,2023-09-24,West,Electronics,4469.25,1415.3057142857142,26000,2933.3,1394.2,241.8,4569.5,ad_platform_export,weekly,2023-09-26 09:00:00
2023-09-25,2023-10-01,West,Electronics,4310.25,1383.3414285714284,21000,2889.4,1369.2,221.0,4479.6,ad_platform_export,weekly,2023-10-03 09:00:00
2023-10-02,2023-10-08,West,Electronics,4469.67,1407.532857142857,19000,2872.0,1436.9,192.5,4501.6,ad_platform_export,weekly,2023-10-10 09:00:00
2023-10-09,2023-10-15,West,Electronics,4335.64,1385.5071428571428,18000,2769.8,1411.4,181.2,4362.6,ad_platform_export,weekly,2023-10-17 09:00:00
2023-10-16,2023-10-22,West,Electronics,9195.84,2563.094285714286,17000,2806.6,2118.0,163.7,5088.2,ad_platform_export,weekly,2023-10-24 09:00:00
2023-10-23,2023-10-29,West,Electronics,6841.47,2494.672857142857,11000,2663.6,2172.5,112.7,4949.1,ad_platform_export,weekly,2023-10-31 09:00:00
2023-10-30,2023-11-05,West,Electronics,4374.75,1417.3728571428571,17000,2738.2,1414.0,172.2,4324.3,ad_platform_export,weekly,2023-11-07 09:00:00
2023-11-06,2023-11-12,West,Electronics,4375.37,1383.282857142857,28000,3142.1,1356.7,287.4,4786.099999999999,ad_platform_export,weekly,2023-11-14 09:00:00
2023-11-13,2023-11-19,West,Electronics,4634.37,1452.0385714285715,17000,3605.3,1332.9,162.0,5100.3,ad_platform_export,weekly,2023-11-21 09:00:00
2023-11-20,2023-11-26,West,Electronics,14369.7,3895.5400000000004,15000,4088.1,2547.5,142.5,6778.5,ad_platform_export,weekly,2023-11-28 09:00:00
2023-11-27,2023-12-03,West,Electronics,13466.08,4676.931428571429,19000,3871.8,2731.3,199.79999999999998,6802.7,ad_platform_export,weekly,2023-12-05 09:00:00
2023-12-04,2023-12-10,West,Electronics,4536.16,1709.3457142857144,24000,3464.7,1493.3,246.70000000000002,5204.9,ad_platform_export,weekly,2023-12-12 09:00:00
2023-12-11,2023-12-17,West,Electronics,4498.54,1443.6871428571428,21000,2997.0,1487.8,219.1,4703.9,ad_platform_export,weekly,2023-12-19 09:00:00
2023-12-18,2023-12-24,West,Electronics,4205.65,1350.0385714285715,24000,2610.5,1340.4,250.9,4201.8,ad_platform_export,weekly,2023-12-26 09:00:00
2023-12-25,2023-12-31,West,Electronics,4201.1,1334.9085714285716,16000,2353.5,1438.1,166.2,3958.1,ad_platform_export,weekly,2024-01-02 09:00:00
2024-01-01,2024-01-07,West,Electronics,4067.5,1282.0614285714287,20000,2390.7,1336.9,209.0,3936.4,ad_platform_export,weekly,2024-01-09 09:00:00
2024-01-08,2024-01-14,West,Electronics,4130.49,1316.6957142857143,19000,2456.4,1333.9,187.6,3977.8,ad_platform_export,weekly,2024-01-16 09:00:00
2024-01-15,2024-01-21,West,Electronics,5874.12,1672.03,17000,2492.8,1629.4,171.7,4293.8,ad_platform_export,weekly,2024-01-23 09:00:00
2024-01-22,2024-01-28,West,Electronics,5883.61,2049.96,19000,2532.4,1887.2,188.2,4608.0,ad_platform_export,weekly,2024-01-30 09:00:00
2024-01-29,2024-02-04,West,Electronics,4193.5,1337.7614285714285,26000,2552.9,1526.3,256.1,4335.4,ad_platform_export,weekly,2024-02-06 09:00:00
2024-02-05,2024-02-11,West,Electronics,3993.14,1290.58,18000,2541.3,1387.6,177.6,4106.6,ad_platform_export,weekly,2024-02-13 09:00:00
2024-02-12,2024-02-18,West,Electronics,8597.53,2468.4314285714286,18000,2758.3,2241.1,198.20000000000002,5197.7,ad_platform_export,weekly,2024-02-20 09:00:00
2024-02-19,2024-02-25,West,Electronics,6127.450000000001,2164.8171428571427,17000,2736.5,1855.4,180.0,4771.9,ad_platform_export,weekly,2024-02-27 09:00:00
2024-02-26,2024-03-03,West,Electronics,4316.75,1382.7914285714285,22000,2797.4,1410.7,213.3,4421.3,ad_platform_export,weekly,2024-03-05 09:00:00
2024-03-04,2024-03-10,West,Electronics,4373.73,1374.9642857142858,27000,2848.9,1363.4,256.9,4469.1,ad_platform_export,weekly,2024-03-12 09:00:00
2024-03-11,2024-03-17,West,Electronics,4439.83,1417.9271428571428,27000,2836.6,1415.3,239.3,4491.2,ad_platform_export,weekly,2024-03-19 09:00:00
2024-03-18,2024-03-24,West,Electronics,4309.07,1382.707142857143,35000,2967.9,1341.9,360.2,4669.8,ad_platform_export,weekly,2024-03-26 09:00:00
2024-03-25,2024-03-31,West,Electronics,4564.99,1424.2114285714285,15000,3029.4,1416.5,126.4,4572.2,ad_platform_export,weekly,2024-04-02 09:00:00
